146743638.12652.12652,0.00
146743638.12667.12652,0.02
146842219.12874.12874,0.07
146860774.13072.13072,0.19
143890867.11926.11926,0.00
143890867.11944.11926,0.02
143902946.11991.11991,0.04
143945536.12065.12065,-0.05
144052463.12169.12169,0.02
144065917.12226.12226,-0.02
127296808.516.516,0.09
127296808.534.516,0.20
127331347.862.862,0.01
127772860.903.903,-0.07
144643838.1236.1236,0.00
144643838.1260.1236,-0.08
144644837.1330.1330,0.09
144645147.1375.1330,0.00
144645449.1479.1479,-0.07
66813686.23567.23567,0.00
66813686.23575.23567,-0.05
67105084.23665.23665,-0.06
67165403.24298.24298,0.03
67171779.24663.24663,0.03
67175218.24895.24895,-0.09
67176052.25110.25110,0.14
68000691.25417.25417,0.00
68000691.25429.25417,-0.00
68063051.25544.25544,-0.02
68188977.25580.25580,-0.09
68254097.25708.25708,0.03
95127226.4039.4039,-0.03
95369890.4278.4278,0.03
95473956.4534.4534,0.13
95496469.4805.4805,0.00
95652272.5102.5102,0.01
95665651.5462.5462,0.05
100898446.6243.6250,0.00
14969685.9097.9097,0.00
14969685.9121.9097,-0.07
14971191.9954.9954,0.05
14972044.10058.10058,-0.06
158714043.10458.10458,0.00
158714043.10466.10458,0.09
158724926.10556.10556,-0.05
158728127.10607.10607,-0.06
156725805.9367.0,0.00
156725805.9377.0,-0.09
156726951.9435.9435,-0.11
156932020.9514.9514,0.05
156933650.9695.9685,0.18
157072762.9514.9514,-0.17
240149353.16332.16332,0.00
240149353.16340.16332,0.01
240153963.16690.16690,0.07
240786321.13311.13311,-0.10
241131342.18768.18523,0.00
241131342.18781.18523,0.06
241132175.18826.18826,-0.01
241133122.18853.18853,0.03
271340377.69106.69106,0.00
271340377.69116.69106,-0.02
271369262.70124.70124,0.02
271372051.70131.70131,0.03
271737366.70124.2298,0.02
271266337.66158.66158,0.00
271266337.66174.66158,-0.09
271282439.66561.66561,-0.02
271287949.66776.66776,-0.03
271288263.66804.66804,0.03
271289346.66880.66880,0.00
271291318.66957.66957,-0.02
271292038.67206.67206,0.02
271294928.67333.67333,-0.01
200053269.20798.20798,0.08
200053269.20822.20798,-0.08
200086014.20973.20973,0.15
200152267.21018.21018,-0.05
200248222.21224.21224,-0.02
200248222.21234.21224,0.13
200254615.21503.21503,0.04
200347348.545.545,-0.16
200459434.1330.1330,-0.05
200467748.1542.1542,-0.03
193565323.8199.8199,0.03
193565323.8224.8199,0.03
193575344.8620.8620,0.06
193956162.8906.8906,-0.04
193002106.7341.7341,0.00
193002106.7347.7341,-0.09
193003212.7395.7395,-0.06
193004314.7447.7447,0.00
193004699.7460.7460,-0.07
193040185.7515.7515,0.02
193040581.7557.7557,-0.02
322161962.9817.9817,0.00
322161962.9823.9817,0.02
322164067.9956.9956,-0.01
322237019.10250.10250,0.16
323279527.11312.11312,0.00
323279527.11322.11312,0.11
323283223.11497.11497,-0.00
324092348.11528.11528,0.00
324438134.11528.11528,0.01
408375548.1540.1540,0.00
408375548.1572.1540,-0.02
408377354.1760.1760,-0.02
410529544.1770.1770,0.14
623925770.1777.0,-0.02
623925770.1789.0,0.05
623926352.2058.2058,0.02
623927303.2076.2076,-0.10
623927515.2183.2183,-0.07
623927938.2213.2213,-0.04
623928877.2282.2282,-0.06
387118463.11252.11252,0.00
387118463.11266.11252,-0.05
387142996.11371.11371,-0.07
387144482.11425.11425,0.01
387147917.11497.11497,-0.04
408844138.14894.14894,0.01
408898089.14907.14907,0.02
408899321.14921.14921,0.01
155716783.14696.14696,0.02
155716783.14713.14696,0.11
155749009.14772.14772,0.01
155820839.14788.14788,-0.02
155594817.14064.14064,0.00
155594817.14077.14064,-0.08
155595108.14120.14120,-0.11
155596172.14168.14168,-0.03
155598174.14375.14375,-0.01
95273157.1954.1954,0.00
95273157.1969.1954,0.01
95273209.1991.1991,0.02
95273984.2019.2019,0.06
95274287.2192.2192,-0.05
95274456.2317.2317,0.03
95274694.2395.2395,0.02
95275587.2487.2487,0.14
95276032.2512.2512,-0.02
95442918.2563.2563,0.13
95445864.2626.2626,-0.02
95448008.2635.2635,-0.03
95449261.2697.2697,0.01
95462014.2738.2738,0.05
95476797.2946.2946,-0.04
95477166.3026.3026,0.01
83160877.1204.1204,0.00
83160877.1212.1204,0.04
83161082.1435.1435,0.03
83162074.1498.1498,-0.06
318141830.5953.5953,0.00
318141830.5963.5953,-0.04
318142579.6253.6253,0.02
318143659.6371.6371,-0.02
318144011.6444.6444,-0.06
318421860.6510.6510,0.00
318573357.6538.6538,0.06
325209973.9766.9766,0.00
325209973.9776.9766,-0.01
325244745.9952.9952,0.02
325294488.10053.10053,0.02
184206224.2971.2971,0.03
184206224.2982.2971,0.31
184234404.3345.3345,0.01
184243979.3435.3435,0.01
169077115.2098.2098,0.01
169077115.2112.2098,-0.00
169080587.2278.2278,0.01
169207679.2397.2397,-0.04
51451175.46444.46444,0.00
51451175.46452.46444,-0.07
51451323.46486.46486,-0.01
51451721.46548.46548,0.03
44473697.13334.13334,0.00
44473697.13344.13334,0.02
44474698.13311.13580,0.00
44474912.13327.13327,0.12
44475242.13442.13442,-0.02
463673734.2155.2155,0.00
463673734.2170.2155,-0.04
463838506.2299.2299,0.03
464225744.2389.2389,0.04
484672227.2434.2434,0.01
465151872.2417.2417,0.00
465151872.2431.2417,0.00
465173799.2454.2454,-0.07
465291197.2545.2545,-0.09
465344124.2616.2616,-0.05
195353398.23337.23337,0.00
195353398.23351.23337,-0.00
195373039.23575.23575,0.01
195600425.23764.23764,-0.05
195353398.24272.23337,0.00
195353398.24282.23337,0.02
195370870.24434.24434,-0.02
195486542.24800.24800,-0.00
195534010.24839.24839,-0.06
370760170.48343.48343,0.00
370760170.48365.48343,-0.09
370761582.49803.49803,-0.01
371005095.54425.0,0.02
370454238.40262.40262,0.00
370454238.40276.40262,-0.04
370476100.41272.41272,0.03
370486398.41328.41328,0.02
144384425.3276.3276,0.00
144384425.3282.3276,-0.06
144475012.3437.3437,-0.06
144968345.3472.3472,0.13
157901643.10900.10900,0.00
157901643.10908.10900,0.08
157902070.10947.10947,-0.01
157902358.10997.10997,0.04
